venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,descuento,total,canal
15579,8556,1424,2022-11-28,2,124.03,0.05,235.66,web
15580,6070,1012,2025-11-05,4,683.1,0.0,2732.4,web
15581,2631,211,2023-11-28,1,15.12,0.05,14.36,web
15582,6226,1461,2022-04-27,2,994.45,0.0,1988.9,tienda
15583,7506,1369,2023-08-30,1,108.19,0.0,108.19,web
15584,4698,1302,2024-11-15,10,59.23,0.0,592.3,web
15585,5846,1644,2024-08-16,10,29.85,0.1,268.65,web
15586,8739,1446,2024-10-16,1,102.72,0.0,102.72,web
15587,1338,328,2024-10-03,1,590.12,0.0,590.12,web
15588,4956,790,2025-10-19,1,293.64,0.0,293.64,tienda
15589,8635,822,2024-04-13,2,54.36,0.0,108.72,app
15590,3896,285,2025-12-13,1,126.95,0.0,126.95,app
15591,8824,404,2025-07-22,3,461.14,0.3,968.39,web
15592,5519,64,2024-08-14,4,71.19,0.0,284.76,telefono
15593,4002,1541,2024-10-09,2,23.72,0.0,47.44,web
15594,9908,1846,2025-01-27,1,30.82,0.05,29.28,app
15595,1588,340,2025-05-14,2,58.72,0.0,117.44,app
15596,3444,757,2022-04-29,1,92.39,0.0,92.39,web
15597,2158,891,2025-12-10,3,9.37,0.0,28.11,web
15598,9821,273,2023-07-16,3,169.98,0.0,509.94,tienda
15599,1474,468,2023-10-12,1,333.15,0.3,233.2,web
15600,1171,280,2024-09-01,1,33.61,0.2,26.89,web
15601,2617,44,2024-03-01,5,313.88,0.05,1490.93,web
15602,6011,31,2025-11-29,1,26.28,0.1,23.65,web
15603,2625,265,2025-02-03,1,241.94,0.0,241.94,tienda
15604,3229,655,2024-12-21,1,17.67,0.0,17.67,web
15605,5299,1308,2025-05-31,1,41.39,0.05,39.32,web
15606,6295,399,2022-10-21,3,202.39,0.05,576.81,web
15607,5733,1257,2025-07-28,2,69.72,0.0,139.44,web
15608,6074,1457,2025-11-15,1,26.15,0.0,26.15,app
15609,6638,1923,2025-08-21,4,168.92,0.0,675.68,tienda
15610,8750,147,2023-09-18,2,172.36,0.05,327.48,app
15611,6682,218,2024-09-20,1,37.87,0.05,35.98,app
15612,7143,721,2024-07-15,5,782.86,0.0,3914.3,web
15613,3946,1816,2025-06-23,2,53.4,0.0,106.8,web
15614,9435,715,2025-04-13,4,38.1,0.2,121.92,web
15615,8049,594,2025-01-13,4,246.1,0.0,984.4,web
15616,5761,142,2023-05-25,3,1089.27,0.0,3267.81,app
15617,4466,1151,2025-02-17,3,23.04,0.1,62.21,web
15618,185,1349,2025-04-20,2,17.92,0.1,32.26,web
15619,9858,1188,2025-02-15,1,348.78,0.0,348.78,tienda
15620,1383,157,2025-01-06,1,137.27,0.1,123.54,telefono
15621,5054,1399,2025-09-27,5,87.4,0.0,437.0,app
15622,3389,437,2025-11-08,1,38.15,0.0,38.15,web
15623,3216,660,2025-07-12,3,54.6,0.05,155.61,tienda
15624,4187,893,2025-06-12,2,304.36,0.0,608.72,app
15625,5667,335,2023-08-04,3,520.13,0.0,1560.39,app
15626,95,33,2025-03-21,1,1171.66,0.0,1171.66,app
15627,1510,1968,2025-01-19,1,931.9,0.0,931.9,web
15628,6057,1783,2025-09-07,3,517.88,0.0,1553.64,web
15629,7326,1000,2025-02-05,1,26.41,0.2,21.13,web
15630,6682,481,2025-10-21,2,51.75,0.1,93.15,app
15631,9902,1876,2025-01-11,5,43.43,0.0,217.15,telefono
15632,479,15,2025-09-23,1,46.79,0.0,46.79,tienda
15633,5109,1020,2024-01-21,1,27.1,0.0,27.1,web
15634,4178,538,2023-08-21,1,56.17,0.2,44.94,web
15635,1957,90,2024-06-08,5,932.74,0.0,4663.7,app
15636,8891,324,2024-12-16,1,19.99,0.0,19.99,web
15637,1403,1965,2025-08-30,2,30.38,0.1,54.68,web
15638,5005,516,2025-06-14,4,724.12,0.3,2027.54,web
15639,1897,1589,2023-11-26,1,15.82,0.0,15.82,web
15640,4355,1424,2025-06-23,10,124.03,0.0,1240.3,app
15641,7859,538,2022-07-08,5,56.17,0.0,280.85,app
15642,6930,188,2024-10-01,1,570.96,0.0,570.96,app
15643,6928,1866,2023-12-10,5,6.13,0.2,24.52,tienda
15644,2115,643,2024-08-16,1,48.91,0.2,39.13,web
15645,230,1398,2024-10-15,2,12.4,0.0,24.8,app
15646,7135,735,2025-10-17,2,117.01,0.0,234.02,web
15647,1041,1944,2025-05-29,2,44.82,0.0,89.64,web
15648,3886,134,2024-07-09,3,129.5,0.0,388.5,web
15649,8410,82,2024-09-05,4,23.0,0.1,82.8,web
15650,4082,255,2025-04-20,1,685.01,0.0,685.01,web
15651,4623,622,2025-01-02,4,111.42,0.2,356.54,telefono
15652,9560,1620,2024-09-03,2,19.29,0.1,34.72,web
15653,9075,251,2025-02-18,1,848.44,0.0,848.44,web
15654,895,1749,2025-04-25,1,95.13,0.0,95.13,tienda
15655,8643,1250,2024-10-18,3,13.37,0.1,36.1,tienda
15656,4917,937,2024-08-27,1,89.89,0.0,89.89,web
15657,7941,721,2025-01-30,5,782.86,0.05,3718.58,app
15658,3494,210,2025-09-27,1,20.34,0.0,20.34,app
15659,9555,1571,2023-09-14,1,335.62,0.0,335.62,web
15660,7921,1839,2025-03-19,1,13.27,0.0,13.27,web
15661,4476,796,2025-03-23,3,1041.75,0.0,3125.25,web
15662,3579,866,2024-07-07,2,9.13,0.0,18.26,web
15663,2078,163,2025-08-02,1,653.04,0.2,522.43,app
15664,2725,449,2025-04-16,5,224.21,0.0,1121.05,telefono
15665,4409,1062,2025-04-10,4,6.6,0.2,21.12,app
15666,3513,756,2023-09-26,1,30.35,0.0,30.35,app
15667,6370,925,2024-01-18,1,33.02,0.0,33.02,app
15668,6288,1266,2023-06-06,4,43.41,0.3,121.55,tienda
15669,1910,1641,2025-07-09,1,20.07,0.0,20.07,web
15670,2582,376,2024-02-16,5,110.79,0.0,553.95,web
15671,452,829,2025-01-27,1,26.37,0.0,26.37,web
15672,3804,975,2024-04-19,3,109.12,0.2,261.89,app
15673,4711,1931,2025-09-29,2,165.11,0.1,297.2,app
15674,1031,1669,2025-04-28,1,5.47,0.0,5.47,app
15675,850,1851,2023-06-12,1,4.87,0.0,4.87,telefono
15676,2645,753,2025-03-02,1,1165.89,0.0,1165.89,app
15677,4887,1841,2025-01-04,1,7.97,0.1,7.17,tienda
15678,9825,1464,2024-07-12,3,526.26,0.0,1578.78,web
15679,9141,393,2023-08-11,1,649.61,0.0,649.61,app
15680,3966,781,2024-02-28,3,10.75,0.0,32.25,web
15681,5501,868,2025-03-08,2,445.82,0.05,847.06,web
15682,5534,1436,2025-03-29,10,65.89,0.0,658.9,tienda
15683,3402,155,2025-04-21,3,19.22,0.05,54.78,app
15684,8542,406,2025-04-21,1,28.92,0.0,28.92,telefono
15685,2893,364,2022-11-06,1,13.27,0.0,13.27,app
15686,4262,1488,2025-09-15,1,801.12,0.1,721.01,web
15687,9052,254,2025-05-12,2,125.54,0.0,251.08,web
15688,3432,658,2024-03-15,1,29.31,0.0,29.31,web
15689,5072,125,2023-03-25,3,71.93,0.0,215.79,web
15690,8679,134,2025-08-03,3,129.5,0.0,388.5,app
15691,3234,1016,2025-01-02,10,79.14,0.0,791.4,tienda
15692,9600,1117,2023-11-19,2,30.99,0.0,61.98,app
15693,2003,322,2024-07-07,1,18.1,0.1,16.29,tienda
15694,6769,1935,2025-06-19,1,21.64,0.0,21.64,tienda
15695,605,1536,2024-04-01,1,3.28,0.0,3.28,web
15696,5326,1185,2025-09-21,2,21.34,0.05,40.55,app
15697,1566,514,2024-05-18,3,11.33,0.05,32.29,web
15698,6211,640,2025-07-04,5,39.04,0.0,195.2,web
15699,6092,1768,2025-12-23,2,392.41,0.0,784.82,web
15700,4156,1673,2024-09-14,2,54.29,0.0,108.58,web
15701,9238,1889,2025-03-26,1,56.77,0.0,56.77,tienda
15702,8900,1644,2025-09-01,1,29.85,0.1,26.86,web
15703,7284,1929,2023-05-06,2,242.94,0.1,437.29,tienda
15704,7130,327,2024-03-24,2,162.06,0.1,291.71,tienda
15705,690,1793,2025-05-31,2,1420.04,0.2,2272.06,web
15706,3190,738,2024-11-19,1,29.88,0.2,23.9,tienda
15707,1998,80,2024-08-25,1,32.83,0.0,32.83,web
15708,3864,162,2025-03-19,1,66.5,0.1,59.85,tienda
15709,1069,719,2025-03-22,3,106.67,0.0,320.01,web
15710,3143,1829,2024-05-04,1,17.4,0.0,17.4,app
15711,5650,10,2025-02-25,2,816.04,0.0,1632.08,web
15712,1637,1744,2025-11-23,2,87.4,0.05,166.06,app
15713,1037,1015,2025-06-07,1,50.73,0.0,50.73,web
15714,7002,425,2023-02-19,2,14.03,0.1,25.25,web
15715,2434,1073,2025-08-17,1,137.2,0.2,109.76,web
15716,4759,857,2022-08-30,4,47.0,0.2,150.4,tienda
15717,8354,552,2023-01-09,2,366.92,0.2,587.07,web
15718,3767,1976,2024-07-10,1,46.99,0.0,46.99,web
15719,972,4,2024-06-06,2,68.33,0.05,129.83,tienda
15720,7807,444,2025-08-29,2,83.0,0.0,166.0,app
15721,7320,1684,2024-08-19,1,692.08,0.0,692.08,app
15722,6025,767,2025-05-23,1,109.27,0.0,109.27,web
15723,5335,1404,2024-06-11,2,55.87,0.1,100.57,app
15724,7459,347,2025-06-16,1,78.82,0.2,63.06,tienda
15725,3506,1605,2025-05-22,1,6.37,0.0,6.37,app
15726,3260,631,2025-11-20,1,51.23,0.0,51.23,telefono
15727,6199,869,2024-09-08,2,295.35,0.1,531.63,web
15728,1637,1744,2025-12-18,2,87.4,0.0,174.8,web
15729,6266,223,2024-08-15,4,25.94,0.05,98.57,app
15730,8643,760,2025-06-15,2,36.52,0.0,73.04,app
15731,5109,1163,2024-01-06,1,26.33,0.05,25.01,app
15732,829,109,2025-05-31,3,326.4,0.0,979.2,app
15733,6548,694,2024-11-13,3,82.31,0.0,246.93,tienda
15734,8666,540,2023-09-24,4,6.83,0.0,27.32,web
15735,1942,1761,2022-11-22,3,456.59,0.0,1369.77,app
15736,6044,688,2024-05-05,2,297.16,0.0,594.32,tienda
15737,1944,1270,2024-11-05,3,562.45,0.0,1687.35,tienda
15738,8173,1139,2025-09-29,1,759.02,0.0,759.02,tienda
15739,2496,1457,2024-01-11,4,26.15,0.0,104.6,web
15740,6224,17,2023-05-08,1,55.34,0.3,38.74,web
15741,5816,99,2023-04-29,3,43.77,0.05,124.74,web
15742,3725,342,2024-04-10,5,25.63,0.1,115.34,web
15743,8988,37,2025-05-23,1,54.41,0.0,54.41,app
15744,8995,1611,2024-07-13,1,476.96,0.0,476.96,web
15745,3373,911,2025-04-06,3,25.18,0.0,75.54,web
15746,3453,262,2024-05-25,1,469.21,0.0,469.21,web
15747,6469,483,2024-09-19,3,21.61,0.0,64.83,web
15748,2811,800,2022-12-27,3,53.29,0.05,151.88,web
15749,3003,25,2023-10-03,3,510.96,0.1,1379.59,tienda
15750,203,626,2023-12-01,3,236.61,0.0,709.83,web
15751,925,920,2024-07-04,1,216.92,0.0,216.92,web
15752,6502,1464,2025-06-01,1,526.26,0.1,473.63,tienda
15753,3164,579,2024-03-04,4,453.18,0.1,1631.45,tienda
15754,812,1811,2023-09-29,4,25.88,0.1,93.17,web
15755,9293,1966,2025-02-21,3,31.41,0.0,94.23,tienda
15756,2930,1538,2024-11-17,2,1426.41,0.0,2852.82,app
15757,2058,24,2023-10-21,1,399.24,0.0,399.24,web
15758,5183,559,2025-04-17,3,57.99,0.05,165.27,web
15759,8274,1165,2025-12-20,4,59.8,0.0,239.2,app
15760,8699,1008,2025-01-26,1,132.05,0.0,132.05,tienda
15761,3016,522,2025-01-18,3,147.29,0.05,419.78,web
15762,7354,1955,2025-04-01,1,32.39,0.05,30.77,web
15763,5190,451,2024-12-04,1,47.39,0.0,47.39,web
15764,5878,1383,2024-07-09,1,101.59,0.05,96.51,web
15765,4386,1405,2025-07-04,3,320.16,0.1,864.43,app
15766,1747,180,2023-10-09,3,135.84,0.1,366.77,web
15767,8179,1040,2025-10-15,2,349.09,0.05,663.27,app
15768,5394,1536,2023-11-10,1,3.28,0.1,2.95,tienda
15769,4005,882,2024-10-31,1,409.79,0.2,327.83,web
15770,6684,1311,2024-04-24,5,65.86,0.05,312.83,web
15771,4243,1813,2024-03-07,2,117.41,0.0,234.82,web
15772,8467,800,2023-04-16,2,53.29,0.0,106.58,tienda
15773,1321,1378,2025-05-04,1,22.29,0.0,22.29,tienda
15774,299,1592,2025-08-17,1,547.01,0.0,547.01,web
15775,5635,1039,2024-09-08,1,12.67,0.0,12.67,web
15776,2538,131,2024-10-16,1,13.55,0.0,13.55,app
15777,1160,1878,2025-07-19,2,416.25,0.0,832.5,web
15778,302,524,2023-01-22,1,470.98,0.3,329.69,app
15779,7648,1474,2025-11-27,1,85.53,0.0,85.53,app
15780,9581,965,2025-10-18,2,21.28,0.05,40.43,telefono
15781,6084,302,2024-12-05,4,73.49,0.2,235.17,web
15782,7672,382,2023-12-19,3,92.3,0.05,263.05,web
15783,8355,363,2023-08-10,1,13.56,0.0,13.56,web
15784,8021,645,2023-09-07,1,56.84,0.0,56.84,app
15785,3224,566,2024-09-15,1,32.58,0.1,29.32,web
15786,23,834,2025-11-03,2,138.46,0.0,276.92,app
15787,6208,37,2023-03-18,1,54.41,0.0,54.41,web
15788,9459,1534,2024-08-01,4,36.18,0.1,130.25,telefono
15789,8865,1235,2025-06-22,2,366.23,0.0,732.46,web
15790,46,1345,2024-06-30,2,40.8,0.2,65.28,app
15791,9022,1337,2023-10-04,2,36.71,0.05,69.75,web
15792,101,1402,2024-12-17,2,173.2,0.1,311.76,web
15793,5268,258,2025-05-10,3,49.54,0.0,148.62,tienda
15794,8502,1539,2025-03-21,1,931.48,0.0,931.48,app
15795,4154,206,2025-10-26,2,13.76,0.0,27.52,web
15796,6766,930,2025-09-24,3,102.23,0.0,306.69,web
15797,2291,1172,2024-11-18,1,316.8,0.05,300.96,web
15798,9688,1002,2025-08-18,1,483.1,0.0,483.1,web
15799,440,1154,2024-01-01,3,135.78,0.0,407.34,web
15800,6254,311,2025-09-20,1,255.89,0.0,255.89,web
15801,348,1568,2025-09-05,1,46.56,0.0,46.56,tienda
15802,418,379,2025-06-14,4,29.59,0.1,106.52,web
15803,2677,31,2024-04-15,1,26.28,0.1,23.65,tienda
15804,148,974,2023-09-21,2,106.87,0.1,192.37,telefono
15805,2040,434,2025-06-01,1,225.67,0.1,203.1,web
15806,1508,1320,2024-06-27,4,655.46,0.2,2097.47,web
15807,9107,646,2024-09-23,3,1283.54,0.0,3850.62,web
15808,413,904,2025-03-01,4,54.32,0.0,217.28,web
15809,6040,380,2025-02-09,1,15.63,0.0,15.63,tienda
15810,6633,725,2024-09-22,10,22.62,0.0,226.2,web
15811,8185,1387,2024-11-01,1,2.91,0.0,2.91,tienda
15812,3648,513,2025-05-04,1,43.4,0.05,41.23,web
15813,1789,1123,2024-03-29,5,518.33,0.1,2332.48,web
15814,1196,627,2024-08-31,2,78.52,0.0,157.04,app
15815,1394,391,2025-05-08,2,40.97,0.0,81.94,app
15816,5201,1252,2025-03-14,1,98.1,0.2,78.48,app
15817,5897,1292,2024-02-25,5,1.54,0.0,7.7,telefono
15818,7837,1397,2024-06-08,2,29.55,0.05,56.14,tienda
15819,8010,629,2025-04-05,1,680.03,0.1,612.03,web
15820,8398,17,2025-02-10,5,55.34,0.0,276.7,web
15821,1569,1425,2022-05-01,1,103.72,0.2,82.98,tienda
15822,7388,262,2024-11-18,1,469.21,0.05,445.75,tienda
15823,728,459,2025-04-10,2,2.0,0.0,4.0,web
15824,8784,1182,2025-08-23,2,9.5,0.0,19.0,web
15825,5211,310,2025-09-22,1,1460.65,0.0,1460.65,web
15826,6343,2000,2023-09-14,1,38.78,0.0,38.78,web
15827,6125,1585,2022-09-23,1,22.59,0.1,20.33,tienda
15828,5519,393,2025-10-16,3,649.61,0.05,1851.39,web
15829,5193,439,2025-09-12,1,261.39,0.0,261.39,web
15830,9207,166,2025-12-22,2,27.8,0.0,55.6,web
15831,3455,1809,2024-06-20,2,19.6,0.2,31.36,app
15832,7738,709,2023-06-18,1,24.99,0.1,22.49,app
15833,3594,657,2023-08-26,2,9.44,0.2,15.1,web
15834,459,1902,2025-08-14,4,60.96,0.0,243.84,tienda
15835,3759,1454,2024-09-16,1,106.76,0.05,101.42,telefono
15836,1481,427,2024-11-09,1,308.51,0.0,308.51,web
15837,4394,1914,2023-11-10,5,48.39,0.05,229.85,web
15838,819,1459,2025-03-31,5,7.02,0.0,35.1,web
15839,7807,514,2025-01-13,5,11.33,0.0,56.65,web
15840,5829,601,2025-02-20,1,93.73,0.05,89.04,app
15841,377,1726,2025-01-06,1,10.91,0.05,10.36,web
15842,6381,828,2024-09-29,2,276.12,0.1,497.02,web
15843,9527,610,2023-04-25,1,10.49,0.0,10.49,web
15844,642,774,2025-02-06,2,23.36,0.0,46.72,web
15845,3538,444,2022-12-15,1,83.0,0.0,83.0,web
15846,8929,817,2024-04-25,2,361.38,0.2,578.21,app
15847,337,280,2024-10-20,3,33.61,0.0,100.83,web
15848,9178,842,2023-12-05,1,331.75,0.0,331.75,app
15849,9881,959,2024-07-27,5,233.39,0.2,933.56,tienda
15850,3883,648,2025-01-26,1,802.98,0.0,802.98,tienda
15851,4619,429,2025-12-13,1,38.84,0.3,27.19,web
15852,9875,142,2024-10-22,1,1089.27,0.0,1089.27,app
15853,603,724,2024-01-17,1,184.6,0.2,147.68,app
15854,3143,1741,2023-12-27,2,1359.58,0.0,2719.16,telefono
15855,645,1692,2025-03-01,5,1316.26,0.0,6581.3,web
15856,7398,1049,2023-02-06,1,25.08,0.0,25.08,web
15857,6434,1054,2025-05-04,1,108.29,0.0,108.29,app
15858,8611,1973,2023-08-10,2,297.47,0.05,565.19,web
15859,1874,1724,2024-05-10,1,207.73,0.0,207.73,web
15860,5401,332,2024-01-09,3,101.98,0.0,305.94,app
15861,7068,1631,2025-01-10,4,29.28,0.0,117.12,tienda
15862,2790,1855,2024-04-05,1,1304.37,0.0,1304.37,tienda
15863,8881,888,2025-10-16,1,50.27,0.1,45.24,tienda
15864,1950,398,2022-05-13,4,512.17,0.3,1434.08,tienda
15865,1160,804,2025-02-24,1,53.58,0.0,53.58,tienda
15866,2782,947,2025-02-07,1,43.26,0.0,43.26,app
15867,7936,1449,2025-08-04,1,90.3,0.1,81.27,web
15868,7079,221,2025-03-02,1,536.28,0.0,536.28,tienda
15869,8898,1028,2024-05-31,1,17.94,0.0,17.94,app
15870,6092,1950,2025-09-17,2,98.08,0.0,196.16,web
15871,9172,76,2023-08-14,1,451.23,0.0,451.23,web
15872,5386,161,2024-05-10,1,870.45,0.05,826.93,tienda
15873,9175,1337,2025-08-24,4,36.71,0.0,146.84,web
15874,8674,825,2024-08-04,1,23.38,0.0,23.38,web
15875,4711,714,2025-10-01,2,81.42,0.0,162.84,tienda
15876,58,360,2024-05-10,1,26.29,0.0,26.29,app
15877,9851,779,2024-09-27,1,31.65,0.1,28.48,app
15878,4936,24,2023-11-03,1,399.24,0.1,359.32,telefono
15879,7344,361,2024-08-17,2,11.81,0.1,21.26,app
15880,4500,1957,2025-06-29,4,52.31,0.0,209.24,tienda
15881,3596,1284,2023-05-01,3,1029.84,0.0,3089.52,tienda
15882,3552,968,2025-12-19,1,22.76,0.0,22.76,web
15883,3523,766,2025-01-08,3,32.14,0.1,86.78,web
15884,5729,203,2025-12-20,4,165.25,0.05,627.95,web
15885,8044,1177,2025-12-09,3,207.49,0.0,622.47,tienda
15886,5631,738,2025-02-06,1,29.88,0.1,26.89,app
15887,5217,866,2025-01-18,1,9.13,0.0,9.13,app
15888,3029,1134,2025-09-21,5,21.03,0.0,105.15,telefono
15889,4601,1136,2025-02-05,1,22.78,0.0,22.78,web
15890,1771,582,2024-11-03,3,112.67,0.0,338.01,web
15891,7382,419,2024-09-17,1,48.95,0.1,44.06,app
15892,7783,1999,2024-06-26,1,46.97,0.0,46.97,tienda
15893,2348,895,2024-05-05,1,104.98,0.2,83.98,web
15894,5612,123,2025-09-06,3,30.98,0.3,65.06,telefono
15895,2817,1324,2025-10-08,2,253.93,0.0,507.86,app
15896,9764,1739,2024-01-17,2,21.16,0.0,42.32,web
15897,2960,1726,2025-03-06,2,10.91,0.0,21.82,web
15898,8615,1137,2025-03-27,10,283.93,0.0,2839.3,tienda
15899,6926,971,2024-02-21,1,63.77,0.0,63.77,web
15900,9646,397,2024-10-25,1,34.9,0.3,24.43,web
15901,7128,756,2022-06-23,1,30.35,0.0,30.35,web
15902,6015,1336,2025-11-13,1,1303.76,0.0,1303.76,app
15903,4574,516,2025-03-21,3,724.12,0.0,2172.36,web
15904,4685,1863,2024-08-01,2,41.63,0.0,83.26,tienda
15905,14,789,2024-06-04,2,24.48,0.1,44.06,app
15906,9969,186,2023-12-04,4,146.5,0.0,586.0,tienda
15907,5618,1338,2025-11-14,1,191.46,0.1,172.31,app
15908,5796,1373,2024-12-21,1,10.14,0.0,10.14,web
15909,1775,1624,2024-09-04,5,291.27,0.0,1456.35,app
15910,4313,1883,2024-12-22,3,71.32,0.0,213.96,web
15911,2153,1322,2024-09-07,2,48.67,0.2,77.87,tienda
15912,2151,1040,2024-05-22,10,349.09,0.2,2792.72,app
15913,5425,1910,2024-11-27,5,69.71,0.2,278.84,web
15914,2374,1581,2025-02-09,1,20.6,0.0,20.6,tienda
15915,6586,1766,2025-12-10,2,980.59,0.1,1765.06,web
15916,3744,1871,2025-08-05,2,107.84,0.05,204.9,tienda
15917,3744,927,2025-02-21,1,77.04,0.0,77.04,web
15918,6947,355,2025-01-07,1,98.05,0.1,88.24,web
15919,6635,1704,2025-04-13,2,52.49,0.0,104.98,tienda
15920,4025,86,2023-10-09,1,1273.01,0.0,1273.01,tienda
15921,9291,91,2023-05-01,2,1082.58,0.0,2165.16,web
15922,3242,1639,2023-04-10,3,38.48,0.05,109.67,app
15923,7118,698,2025-06-03,5,118.6,0.05,563.35,telefono
15924,7886,718,2023-06-26,2,358.77,0.0,717.54,tienda
15925,2145,1974,2025-07-22,10,344.91,0.1,3104.19,app
15926,4719,1332,2025-06-14,3,115.84,0.05,330.14,tienda
15927,207,1574,2024-06-29,2,162.39,0.0,324.78,app
15928,3264,248,2024-10-15,2,111.54,0.05,211.93,web
15929,2674,997,2024-09-26,3,282.94,0.05,806.38,web
15930,7660,1620,2024-01-19,3,19.29,0.0,57.87,app
15931,2166,1716,2024-06-14,2,33.52,0.0,67.04,tienda
15932,251,368,2025-07-02,1,37.38,0.05,35.51,web
15933,238,1292,2022-11-18,1,1.54,0.0,1.54,tienda
15934,7577,1220,2025-02-15,1,365.03,0.05,346.78,web
15935,1402,729,2024-08-27,1,520.26,0.1,468.23,tienda
15936,6369,550,2023-10-26,1,380.41,0.0,380.41,web
15937,1980,1889,2024-05-08,1,56.77,0.0,56.77,app
15938,2178,1894,2025-04-15,3,21.7,0.0,65.1,web
15939,8031,742,2025-12-06,1,8.63,0.05,8.2,tienda
15940,6749,1453,2025-02-28,1,7.82,0.0,7.82,web
15941,6467,1743,2024-10-08,1,349.11,0.0,349.11,telefono
15942,9277,1410,2024-02-17,1,381.48,0.1,343.33,tienda
15943,8674,265,2025-01-17,3,241.94,0.2,580.66,web
15944,8443,1751,2025-04-25,1,56.42,0.1,50.78,tienda
15945,1326,1120,2025-01-25,4,164.68,0.1,592.85,app
15946,1635,87,2025-11-21,1,211.23,0.0,211.23,telefono
15947,9811,658,2024-12-25,2,29.31,0.0,58.62,web
15948,5702,104,2023-11-12,1,39.38,0.0,39.38,tienda
15949,5442,1133,2024-11-25,2,60.69,0.0,121.38,tienda
15950,5018,1925,2023-06-04,2,84.55,0.0,169.1,web
15951,7294,491,2025-07-14,1,16.03,0.1,14.43,tienda
15952,5872,1338,2023-12-16,3,191.46,0.05,545.66,web
15953,1471,1240,2025-09-09,1,67.83,0.0,67.83,app
15954,1012,1530,2022-06-27,2,27.41,0.0,54.82,app
15955,2994,470,2025-09-28,2,32.56,0.1,58.61,web
15956,8674,1132,2024-01-01,1,106.03,0.0,106.03,web
15957,4007,206,2025-01-09,5,13.76,0.0,68.8,web
15958,8696,1263,2025-01-27,4,37.64,0.0,150.56,web
15959,5668,1446,2025-06-22,3,102.72,0.1,277.34,tienda
15960,9284,1153,2025-12-16,4,385.56,0.2,1233.79,app
15961,8827,1478,2024-04-26,1,1211.13,0.0,1211.13,web
15962,3735,764,2025-08-20,1,27.28,0.2,21.82,web
15963,5461,1492,2024-10-14,1,68.7,0.0,68.7,app
15964,7036,634,2025-04-10,3,171.25,0.05,488.06,web
15965,456,481,2025-09-14,2,51.75,0.0,103.5,app
15966,1572,623,2025-02-21,2,28.26,0.05,53.69,web
15967,7236,749,2025-02-27,1,863.87,0.3,604.71,web
15968,9135,1473,2025-03-24,3,13.17,0.0,39.51,web
15969,3003,1179,2024-10-17,4,1392.59,0.05,5291.84,tienda
15970,3923,75,2024-04-25,1,38.83,0.0,38.83,web
15971,8719,1119,2024-07-05,2,1.57,0.0,3.14,web
15972,2634,903,2025-06-18,1,229.81,0.3,160.87,tienda
15973,9252,1270,2022-06-14,2,562.45,0.0,1124.9,web
15974,1381,1719,2025-01-14,4,398.53,0.0,1594.12,web
15975,2487,99,2023-01-24,1,43.77,0.0,43.77,web
15976,356,1833,2023-06-19,1,233.33,0.1,210.0,web
15977,920,240,2025-07-25,1,12.58,0.1,11.32,web
15978,2520,686,2025-05-16,2,105.83,0.2,169.33,tienda
15979,6473,1332,2024-03-09,1,115.84,0.05,110.05,web
15980,1975,869,2024-10-08,1,295.35,0.0,295.35,app
15981,9380,1677,2025-04-06,2,383.4,0.0,766.8,web
15982,3457,304,2023-01-04,2,399.35,0.0,798.7,app
15983,5147,1849,2025-03-17,3,9.33,0.05,26.59,web
15984,6570,124,2025-11-05,1,10.99,0.1,9.89,web
15985,1328,966,2025-10-24,2,342.49,0.05,650.73,tienda
15986,6803,10,2025-02-07,1,816.04,0.0,816.04,app
15987,1183,1305,2024-01-10,2,90.95,0.2,145.52,tienda
15988,8235,1056,2024-02-26,1,32.32,0.0,32.32,web
15989,4854,72,2023-06-17,1,7.06,0.0,7.06,app
15990,882,1153,2025-05-17,1,385.56,0.0,385.56,web
15991,7012,958,2024-02-15,2,108.85,0.0,217.7,tienda
15992,770,786,2025-09-06,2,673.12,0.0,1346.24,telefono
15993,9731,1819,2025-01-08,2,10.45,0.0,20.9,tienda
15994,4511,660,2024-12-25,1,54.6,0.2,43.68,tienda
15995,3809,1716,2025-03-04,1,33.52,0.0,33.52,web
15996,3105,182,2024-12-18,5,14.22,0.05,67.54,app
15997,4481,1274,2025-07-20,1,525.89,0.0,525.89,tienda
15998,7763,1617,2024-02-25,3,9.71,0.1,26.22,app
15999,5160,778,2025-01-27,3,428.32,0.1,1156.46,web
16000,6362,394,2024-01-01,3,27.73,0.0,83.19,tienda
16001,573,1575,2022-06-12,2,86.63,0.1,155.93,web
16002,8491,1456,2025-06-12,2,25.02,0.0,50.04,app
16003,5237,1286,2025-10-24,1,36.32,0.0,36.32,app
16004,5200,349,2025-05-11,4,29.51,0.0,118.04,app
16005,2490,1285,2023-07-01,2,91.72,0.0,183.44,app
16006,776,649,2025-10-14,1,1178.98,0.0,1178.98,web
16007,3328,1708,2024-10-24,4,222.51,0.0,890.04,web
16008,8156,218,2025-07-26,1,37.87,0.05,35.98,web
16009,5420,1853,2025-03-18,3,38.57,0.1,104.14,web
16010,2614,1131,2025-07-08,1,9.02,0.05,8.57,tienda
16011,5852,428,2024-08-28,1,478.16,0.05,454.25,app
16012,3487,457,2023-09-25,2,12.19,0.0,24.38,tienda
16013,2200,1523,2023-11-30,2,7.07,0.0,14.14,web
